repo,path,content
chinnuxd/jessyRobot,SECURITY.md,"b'## s\xe1\xb4\x87\xe1\xb4\x84\xe1\xb4\x9c\xca\x80\xc9\xaa\xe1\xb4\x9b\xca\x8f \xe1\xb4\x98\xe1\xb4\x8f\xca\x9f\xc9\xaa\xe1\xb4\x84\xca\x8f\n\n## s\xe1\xb4\x9c\xe1\xb4\x98\xe1\xb4\x98\xe1\xb4\x8f\xca\x80\xe1\xb4\x9b\xe1\xb4\x87\xe1\xb4\x85 \xe1\xb4\xa0\xe1\xb4\x87\xca\x80s\xc9\xaa\xe1\xb4\x8f\xc9\xb4s\n\n\xca\x99\xe1\xb4\x87\xca\x9f\xe1\xb4\x8f\xe1\xb4\xa1 \xe1\xb4\x9b\xe1\xb4\x80\xca\x99\xca\x9f\xe1\xb4\x87 shows \xe1\xb4\xa1\xca\x9c\xc9\xaa\xe1\xb4\x84\xca\x9c \xe1\xb4\xa0\xe1\xb4\x87\xca\x80s\xc9\xaa\xe1\xb4\x8f\xc9\xb4 \xc9\xaas s\xe1\xb4\x9b\xe1\xb4\x80\xca\x99\xca\x9f\xe1\xb4\x87 \xe1\xb4\x80\xc9\xb4\xe1\xb4\x85 s\xe1\xb4\x87\xe1\xb4\x84\xe1\xb4\x9c\xca\x80\xc9\xaa\xe1\xb4\x9b\xca\x8f \xe1\xb4\x9c\xe1\xb4\x98\xe1\xb4\x85\xe1\xb4\x80\xe1\xb4\x9b\xe1\xb4\x87\xe1\xb4\x85 \xe1\xb4\x80\xc9\xb4\xe1\xb4\x85 \xe1\xb4\xa1\xca\x9c\xc9\xaa\xe1\xb4\x84\xca\x9c \xc9\xaas \xc9\xb4\xe1\xb4\x8f\xe1\xb4\x9b\n| \xe1\xb4\xa0\xe1\xb4\x87\xca\x80s\xc9\xaa\xe1\xb4\x8f\xc9\xb4 | s\xe1\xb4\x9c\xe1\xb4\x98\xe1\xb4\x98\xe1\xb4\x8f\xca\x80\xe1\xb4\x9b\xe1\xb4\x87\xe1\xb4\x85          |\n| -------| ------------------|\n| v2.69   | :white_check_mark: |\n\n\n## \xca\x80\xe1\xb4\x87\xe1\xb4\x98\xe1\xb4\x8f\xca\x80\xe1\xb4\x9b\xc9\xaa\xc9\xb4\xc9\xa2 \xe1\xb4\x80 \xe1\xb4\xa0\xe1\xb4\x9c\xca\x9f\xc9\xb4\xe1\xb4\x87\xca\x80\xe1\xb4\x80\xca\x99\xc9\xaa\xca\x9f\xc9\xaa\xe1\xb4\x9b\xca\x8f\n\n\xc9\xaa\xd2\x93 \xca\x8f\xe1\xb4\x8f\xe1\xb4\x9c \xe1\xb4\xa1\xe1\xb4\x80\xc9\xb4\xe1\xb4\x9b \xe1\xb4\x9b\xe1\xb4\x8f \xca\x80\xe1\xb4\x87\xe1\xb4\x98\xe1\xb4\x8f\xca\x80\xe1\xb4\x9b \xe1\xb4\x80 \xe1\xb4\x8d\xe1\xb4\x80\xe1\xb4\x8a\xe1\xb4\x8f\xca\x80 \xe1\xb4\x8f\xca\x80 \xe1\xb4\x8d\xc9\xaa\xc9\xb4\xe1\xb4\x8f\xca\x80 \xe1\xb4\xa0\xe1\xb4\x9c\xca\x9f\xc9\xb4\xe1\xb4\x87\xca\x80\xe1\xb4\x80\xca\x99\xc9\xaa\xca\x9f\xc9\xaa\xe1\xb4\x9b\xca\x8f \xd2\x93\xca\x80\xe1\xb4\x8f\xe1\xb4\x8d \xe1\xb4\x8f\xe1\xb4\x9c\xca\x80 \xe1\xb4\x98\xca\x80\xe1\xb4\x8f\xe1\xb4\x8a\xe1\xb4\x87\xe1\xb4\x84\xe1\xb4\x9b?\n\n\xd2\x93\xc9\xaa\xca\x80s\xe1\xb4\x9b \xe1\xb4\x8f\xd2\x93 \xe1\xb4\x80\xca\x9f\xca\x9f \xc9\xaa\xc9\xb4\xd2\x93\xe1\xb4\x8f\xca\x80\xe1\xb4\x8d \xe1\xb4\x9b\xca\x9c\xe1\xb4\x87 \xe1\xb4\x8f\xca\x80\xc9\xaa\xc9\xa2\xc9\xaa\xc9\xb4\xe1\xb4\x80\xca\x9f \xe1\xb4\x84\xca\x80\xe1\xb4\x87\xe1\xb4\x80\xe1\xb4\x9b\xe1\xb4\x8f\xca\x80 \xe1\xb4\x8f\xd2\x93 \xe1\xb4\x9b\xca\x9c\xe1\xb4\x87 \xe1\xb4\x98\xe1\xb4\x80\xe1\xb4\x84\xe1\xb4\x8b\xe1\xb4\x80\xc9\xa2\xe1\xb4\x87 \xd2\x93\xca\x80\xe1\xb4\x8f\xe1\xb4\x8d PyPi\n\xe1\xb4\x80\xc9\xb4\xe1\xb4\x85 \xe1\xb4\x9b\xca\x9c\xe1\xb4\x87\xc9\xb4 \xe1\xb4\x8d\xe1\xb4\x80\xe1\xb4\x8b\xe1\xb4\x87 \xe1\xb4\x80 \xc9\xaass\xe1\xb4\x9c\xe1\xb4\x87 \xc9\xaa\xc9\xb4 \xe1\xb4\x8f\xe1\xb4\x9c\xca\x80 \xe1\xb4\x98\xca\x80\xe1\xb4\x8f\xe1\xb4\x8a\xe1\xb4\x87\xe1\xb4\x84\xe1\xb4\x9b.\n\n## \xe1\xb4\x84\xca\x80\xe1\xb4\x87\xe1\xb4\x85\xc9\xaa\xe1\xb4\x9b \xea\x9c\xb0\xe1\xb4\x8f\xca\x80 \xe1\xb4\x87x\xe1\xb4\x8f\xc9\xb4 \xca\x80\xe1\xb4\x8f\xca\x99\xe1\xb4\x8f\xe1\xb4\x9b\n- [\xc9\xa2\xc9\xaa\xe1\xb4\x9b\xca\x9c\xe1\xb4\x9c\xca\x99](https://github.com/chinnuxd)\n- [\xe1\xb4\x9b\xe1\xb4\x87\xca\x9f\xe1\xb4\x87\xc9\xa2\xca\x80\xe1\xb4\x80\xe1\xb4\x8d](https://t.me/ChinnuXd)\n- [\xe1\xb4\x84\xca\x9c\xe1\xb4\x80\xe1\xb4\x9b \xc9\xa2\xca\x80\xe1\xb4\x8f\xe1\xb4\x9c\xe1\xb4\x98](https://t.me/Our_Hub)\n\n## \xc9\xaa\xc9\xb4\xd2\x93\xe1\xb4\x8f \n*\xe1\xb4\x9b\xca\x9c\xc9\xaas \xc9\xaas \xe1\xb4\x87x\xe1\xb4\x8f\xc9\xb4 \xca\x80\xe1\xb4\x8f\xca\x99\xe1\xb4\x8f\xe1\xb4\x9b ,\xe1\xb4\x8f\xe1\xb4\xa9\xe1\xb4\x87\xc9\xb4 s\xe1\xb4\x8f\xe1\xb4\x9c\xca\x80\xe1\xb4\x84\xe1\xb4\x87 \xe1\xb4\x9b\xe1\xb4\x87\xca\x9f\xe1\xb4\x87\xc9\xa2\xca\x80\xe1\xb4\x80\xe1\xb4\x8d \xc9\xa2\xca\x80\xe1\xb4\x8f\xe1\xb4\x9c\xe1\xb4\xa9 \xe1\xb4\x8d\xe1\xb4\x80\xc9\xb4\xe1\xb4\x80\xc9\xa2\xe1\xb4\x87\xe1\xb4\x8d\xe1\xb4\x87\xc9\xb4\xe1\xb4\x9b \xca\x99\xe1\xb4\x8f\xe1\xb4\x9b.*\n\n\xe1\xb4\xa1\xca\x80\xc9\xaa\xe1\xb4\x9b\xe1\xb4\x9b\xe1\xb4\x87\xc9\xb4 \xc9\xaa\xc9\xb4 \xe1\xb4\xa9\xca\x8f\xe1\xb4\x9b\xca\x9c\xe1\xb4\x8f\xc9\xb4 \xe1\xb4\xa1\xc9\xaa\xe1\xb4\x9b\xca\x9c \xe1\xb4\x9b\xca\x9c\xe1\xb4\x87 \xca\x9c\xe1\xb4\x87\xca\x9f\xe1\xb4\xa9 \xe1\xb4\x8f\xd2\x93 : [\xe1\xb4\x9b\xe1\xb4\x87\xca\x9f\xe1\xb4\x87\xe1\xb4\x9b\xca\x9c\xe1\xb4\x8f\xc9\xb4](https://github.com/LonamiWebs/Telethon), \n[\xe1\xb4\xa9\xca\x8f\xca\x80\xe1\xb4\x8f\xc9\xa2\xca\x80\xe1\xb4\x80\xe1\xb4\x8d](https://github.com/pyrogram/pyrogram), \n[\xe1\xb4\xa9\xca\x8f\xe1\xb4\x9b\xca\x9c\xe1\xb4\x8f\xc9\xb4-\xe1\xb4\x9b\xe1\xb4\x87\xca\x9f\xe1\xb4\x87\xc9\xa2\xca\x80\xe1\xb4\x80\xe1\xb4\x8d-\xca\x99\xe1\xb4\x8f\xe1\xb4\x9b](https://github.com/python-telegram-bot/python-telegram-bot), \n\xe1\xb4\x80\xc9\xb4\xe1\xb4\x85 \xe1\xb4\x9cs\xc9\xaa\xc9\xb4\xc9\xa2 [s\xc7\xab\xca\x9f\xe1\xb4\x80\xca\x9f\xe1\xb4\x84\xca\x9c\xe1\xb4\x87\xe1\xb4\x8d\xca\x8f](https://www.sqlalchemy.org) \xe1\xb4\x80\xc9\xb4\xe1\xb4\x85 [\xe1\xb4\x8d\xe1\xb4\x8f\xc9\xb4\xc9\xa2\xe1\xb4\x8f](https://cloud.mongodb.com) \xe1\xb4\x80s \xe1\xb4\x85\xe1\xb4\x80\xe1\xb4\x9b\xe1\xb4\x80\xca\x99\xe1\xb4\x80s\xe1\xb4\x87.\n\n*\xca\x9c\xe1\xb4\x87\xca\x80\xe1\xb4\x87 \xc9\xaas \xe1\xb4\x8d\xca\x8f s\xe1\xb4\x8f\xe1\xb4\x9c\xca\x80\xe1\xb4\x84\xe1\xb4\x87 \xe1\xb4\x84\xe1\xb4\x8f\xe1\xb4\x85\xe1\xb4\x87 :* [\xc9\xa2\xc9\xaa\xe1\xb4\x9b\xca\x9c\xe1\xb4\x9c\xca\x99-\xca\x9f\xc9\xaa\xc9\xb4\xe1\xb4\x8b](https://github.com/chinnuxd/jessyrobot)\n\n\n\xe1\xb4\x87x\xe1\xb4\x8f\xc9\xb4 \xca\x80\xe1\xb4\x8f\xca\x99\xe1\xb4\x8f\xe1\xb4\x9b \xc9\xaas \xca\x9f\xc9\xaa\xe1\xb4\x84\xe1\xb4\x87\xc9\xb4s\xe1\xb4\x87\xe1\xb4\x85 \xe1\xb4\x9c\xc9\xb4\xe1\xb4\x85\xe1\xb4\x87\xca\x80 \xe1\xb4\x9b\xca\x9c\xe1\xb4\x87 [\xe1\xb4\x8d\xc9\xaa\xe1\xb4\x9b \xca\x9f\xc9\xaa\xe1\xb4\x84\xe1\xb4\x87\xc9\xb4s\xe1\xb4\x87](https://github.com/Abishnoi69/ExonRobot/blob/master/LICENSE).\n\n\xc2\xa9 2022 - 2023 [@chinnuxd](https://t.me/chinnuxd), \xe1\xb4\x80\xca\x9f\xca\x9f \xca\x80\xc9\xaa\xc9\xa2\xca\x9c\xe1\xb4\x9bs \xca\x80\xe1\xb4\x87s\xe1\xb4\x87\xca\x80\xe1\xb4\xa0\xe1\xb4\x87\xe1\xb4\x85\n'"
alekami649/tca,SECURITY.md,"b'# Security Policy\n\n## Supported Versions\n\nUse this section to tell people about which versions of your project are\ncurrently being supported with security updates.\n\n| Version | Supported          |\n| ------- | ------------------ |\n| 0.1.x   | :white_check_mark: |\n\n## Reporting a Vulnerability\n\nUse this section to tell people how to report a vulnerability.\n\nTell them where to go, how often they can expect to get an update on a\nreported vulnerability, what to expect if the vulnerability is accepted or\ndeclined, etc.\n'"
RealityVR/Reality-VR,SECURITY.md,"b'# Security Policy\n\n## Supported Versions\n\nUse this section to tell people about which versions of your project are\ncurrently being supported with security updates.\n\n| Version | Supported          |\n| ------- | ------------------ |\n| 5.1.x   | :white_check_mark: |\n| 5.0.x   | :x:                |\n| 4.0.x   | :white_check_mark: |\n| < 4.0   | :x:                |\n\n## Reporting a Vulnerability\n\nUse this section to tell people how to report a vulnerability.\n\nTell them where to go, how often they can expect to get an update on a\nreported vulnerability, what to expect if the vulnerability is accepted or\ndeclined, etc.\n'"
aptible/tf-starter-monolith,SECURITY.md,"b'# Aptible Open Source Security Policies and Procedures\n\nThis document outlines security procedures and general policies for the Aptible open source projects as found on https://github.com/aptible.\n\n  * [Reporting a Vulnerability](#reporting-a-vulnerability)\n  * [Responsible Disclosure Policy](#responsible-disclosure-policy)\n\n## Reporting a Vulnerability \n\nThe Aptible team and community take all security vulnerabilities\nseriously. Thank you for improving the security of our open source software. We appreciate your efforts and responsible disclosure and will make every effort to acknowledge your contributions.\n\nReport security vulnerabilities by emailing the Aptible security team at:\n    \n    security@aptible.com\n\nSecurity researchers can also privately report security vulnerabilities to repository maintainers using the GitHub ""Report a Vulnerability"" feature. [See how-to here](https://docs.github.com/en/code-security/security-advisories/guidance-on-reporting-and-writing/privately-reporting-a-security-vulnerability#privately-reporting-a-security-vulnerability).\n\nThe Aptible team will acknowledge your email within 24 business hours and send a detailed response within 48 business hours indicating the next steps in handling your report. The Aptible security team will keep you informed of the progress and may ask for additional information or guidance.\n\n## Responsible Disclosure Policy\n\nPlease see Aptible\'s Responsible Disclosure Policy here: https://www.aptible.com/legal/responsible-disclosure/\n'"
miacio/sql-to-code,SECURITY.md,"b'# Security Policy\n\n## Supported Versions\n\nUse this section to tell people about which versions of your project are\ncurrently being supported with security updates.\n\n| Version | Supported          |\n| ------- | ------------------ |\n| 5.1.x   | :white_check_mark: |\n| 5.0.x   | :x:                |\n| 4.0.x   | :white_check_mark: |\n| < 4.0   | :x:                |\n\n## Reporting a Vulnerability\n\nUse this section to tell people how to report a vulnerability.\n\nTell them where to go, how often they can expect to get an update on a\nreported vulnerability, what to expect if the vulnerability is accepted or\ndeclined, etc.\n'"
bagelwastaken/kekbot,.github/SECURITY.md,"b""Thanks for helping make kekbbot safe for everyone.\n\n## Security\nWe take the security of our software products and services seriously, including all of the open source code repositories managed through our GitHub repositories.\n\n\n## Reporting Security Issues\n\nIf you believe you have found a security vulnerability in any GitHub-owned repository, please report it to us through coordinated disclosure.\n\n**Please do not report security vulnerabilities through public GitHub issues, discussions, or pull requests.**\n\nInstead, please send an email to mathuyt141@gmail.com or you can contact the lead developer in discord: bagel#1475\n\nPlease include as much of the information listed below as you can to help us better understand and resolve the issue:\n\n  * The type of issue (e.g., buffer overflow, SQL injection, or cross-site scripting)\n  * Full paths of source file(s) related to the manifestation of the issue\n  * The location of the affected source code (tag/branch/commit or direct URL)\n  * Any special configuration required to reproduce the issue\n  * Step-by-step instructions to reproduce the issue\n  * Proof-of-concept or exploit code (if possible)\n  * Impact of the issue, including how an attacker might exploit the issue\n\nThis information will help us triage your report more quickly.\n\n## Policy\n\nSee [GitHub's Safe Harbor Policy](https://docs.github.com/en/site-policy/security-policies/github-bug-bounty-program-legal-safe-harbor)\n"""
Julexar/Encounter-Creator,SECURITY.md,"b'# Security Policy\n\n## Supported Versions\n\n| Version | Supported          |\n| ------- | ------------------ |\n| 0.9 | \xe2\x9c\x85 |\n\n## Reporting a Bug/Issue\n\nIf you find a bug or an issue with the code, please tell us in the Issues Tab. Errors found on unsupported Versions will not be fixed as they have most likely already been fixed.\n'"
filefilego/filefilego,SECURITY.md,"b""# Security Policy\n\n## Supported Versions\n\nWe support the latest versions of filefilego and perform security updates on a weekly basis.\nPlease see below the versions we support:\n\n| Version | Supported          |\n| ------- | ------------------ |\n| 2.x.x   | :white_check_mark: |\n| < 2.0   | :x:                |\n\n## Reporting a Vulnerability\n\nYou can report any vulnerability through our website's contact form: https://filefilego.com/\n"""
Didjer01/Buyer1,SECURITY.md,"b'# Security Policy\n\n## Supported Versions\n\nUse this section to tell people about which versions of your project are\ncurrently being supported with security updates.\n\n| Version | Supported          |\n| ------- | ------------------ |\n| 5.1.x   | :white_check_mark: |\n| 5.0.x   | :x:                |\n| 4.0.x   | :white_check_mark: |\n| < 4.0   | :x:                |\n\n## Reporting a Vulnerability\n\nUse this section to tell people how to report a vulnerability.\n\nTell them where to go, how often they can expect to get an update on a\nreported vulnerability, what to expect if the vulnerability is accepted or\ndeclined, etc.\n'"
ElBe-Development/discord.py-bot-template,SECURITY.md,b'# Security Policy\n\n## Supported Versions\n| Version | Supported          |\n| ------- | ------------------ |\n| 1.0.0   | :white_check_mark: |\n| < 1.0.0 | :x:                |\n\n## Reporting a Vulnerability\nPlease report vulnerabilitys in [our discord](https://discord.gg/JVyyDukQqV) by opening a ticket.\n'
