repo,path,number_of_headings,language,cve_count
vjrj/tails,wiki/src/security/Numerous_security_holes_in_0.17.1.mdwn,0,EN,34
MicrosoftDocs/architecture-sandbox,architecture-sandbox/framework/security/security-patterns.md,4,EN,0
MicrosoftDocs/architecture-sandbox,architecture-sandbox/framework/security/security-principles.md,1,EN,0
MicrosoftDocs/architecture-sandbox,architecture-sandbox/framework/security/security-operations.md,5,EN,0
aaaaaAndy/interview,source/security/net-security.md,21,ZH,0
stitchdata/docs,_account-security/security/stitch-security.md,13,EN,0
amit-agilitics/SEBC,security/transport-layer-security.md,13,EN,0
KynnoEnterprise/core,docs/validators/security/security.md,9,EN,0
maple-labs/maple-docs,technical-resources/security/security.md,8,EN,0
ministryofjustice/itpolicycontent,content/security/framework/it-security-guidelines.md,55,EN,0
ministryofjustice/itpolicycontent,content/security/framework/ict-security-policy.md,36,EN,0
sjbavier/Reference,kubernetes/security/kubernetes-api-security.md,41,EN,1
sjbavier/Reference,kubernetes/security/kubernetes-scheduler-security.md,3,EN,0
hojin7769/TIL,Spring/Security/Spring_Security.md,5,KO,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-FR,articles/security/azure-security-data-classification.md,22,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-FR,articles/security/azure-security-disk-encryption.md,74,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-FR,articles/security/security-microsoft-virtual-academy.md,1,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-FR,articles/security/security-health-care-solution.md,1,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-FR,articles/security/azure-security-getting-started.md,18,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-FR,articles/security/security-identity-management-overview.md,10,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-FR,articles/security/azure-security-pen-testing.md,1,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-FR,articles/security/security-microsoft-trust-center.md,1,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-FR,articles/security/security-virtual-machines-overview.md,9,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-FR,articles/security/azure-security-architecture-overview.md,1,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-FR,articles/security/azure-security-services-technologies.md,7,FR,0
lauraGgit/cg-site-federalist,_docs/security/conforming-federal-security-regulations.md,2,EN,0
alire-project/docs.ada.dev,crate/security/1.4.1/security.md,0,EN,0
dbrudals922/TIL_example,Spring/security/security-expression.md,10,KO,0
OpenLocalizationTestOrg/azure-docs-pr15_pt-PT,articles/security/azure-security-disk-encryption.md,74,PT,0
OpenLocalizationTestOrg/azure-docs-pr15_pt-PT,articles/security/security-virtual-machines-overview.md,9,PT,0
OpenLocalizationTestOrg/azure-docs-pr15_pt-PT,articles/security/azure-security-response-center.md,4,PT,0
OpenLocalizationTestOrg/azure-docs-pr15_pt-PT,articles/security/azure-security-services-technologies.md,7,PT,0
blusno1/chromium-1,docs/security/service-worker-security-faq.md,18,EN,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-FR,articles/security/azure-security-response-center.md,4,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-FR,articles/security/security-get-started-overview.md,2,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-FR,articles/security/azure-security-cyber-services.md,1,FR,0
lavanyabojanapati/Powershell-Templates,src/Security/Security/help/Set-AzSecurityAutoProvisioningSetting.md,26,EN,0
lavanyabojanapati/Powershell-Templates,src/Security/Security/help/DIsable-AzSecurityAdvancedThreatProtection.md,19,EN,0
XtressLabs/webapp-xtressials,src/content/opensource/security/security.md,1,EN,0
atesemre/AzurePowerShell,src/Security/Security/help/Set-AzSecurityContact.md,22,EN,0
atesemre/AzurePowerShell,src/Security/Security/help/Set-AzSecuritySetting.md,26,EN,0
atesemre/AzurePowerShell,src/Security/Security/help/Get-AzSecurityCompliance.md,21,EN,0
atesemre/AzurePowerShell,src/Security/Security/help/Set-AzSecurityPricing.md,22,EN,0
atesemre/AzurePowerShell,src/Security/Security/help/Remove-AzSecurityAssessment.md,27,EN,0
atesemre/AzurePowerShell,src/Security/Security/help/Get-AzSecurityContact.md,20,EN,0
atesemre/AzurePowerShell,src/Security/Security/help/Get-AzSecuritySetting.md,18,EN,0
atesemre/AzurePowerShell,src/Security/Security/help/Set-AzSecurityAssessment.md,25,EN,0
atesemre/AzurePowerShell,src/Security/Security/help/Get-AzSecurityPricing.md,22,EN,0
atesemre/AzurePowerShell,src/Security/Security/help/Get-AzSecurityLocation.md,20,EN,0
jeyabalajis/aws-certified-data-analytics-specialty-notes,docs/security/security.md,6,EN,0
MicrosoftDocs/windows-itpro-docs,windows/security/security-foundations.md,1,EN,0
SQE-Testers/Assignment-3-Magento,Security/Security.md,11,EN,0
OpenLocalizationTestOrg/cpp-docs.es-es,docs/security/security-best-practices-for-cpp.md,10,EN,0
OpenLocalizationTestOrg/cpp-docs.tr-tr,docs/security/security-best-practices-for-cpp.md,10,EN,0
lmtrarbach/openshift-slaves,vendor/github.com/docker/docker/docs/security/security.md,8,EN,0
OpenLocalizationTestOrg/azure-docs-pr15_es-ES,articles/security/security-microsoft-trust-center.md,1,ES,0
OpenLocalizationTestOrg/azure-docs-pr15_es-ES,articles/security/security-get-started-overview.md,2,ES,0
OpenLocalizationTestOrg/azure-docs-pr15_es-ES,articles/security/azure-security-cyber-services.md,1,ES,0
OpenLocalizationTestOrg/azure-docs-pr15_es-ES,articles/security/security-microsoft-virtual-academy.md,1,ES,0
OpenLocalizationTestOrg/azure-docs-pr15_es-ES,articles/security/azure-security-architecture-overview.md,1,ES,0
OpenLocalizationTestOrg/azure-docs-pr15_es-ES,articles/security/azure-security-response-center.md,4,ES,0
OpenLocalizationTestOrg/azure-docs-pr15_es-ES,articles/security/azure-security-services-technologies.md,7,ES,0
OpenLocalizationTestOrg/azure-docs-pr15_es-ES,articles/security/security-identity-management-overview.md,10,ES,0
OpenLocalizationTestOrg/azure-docs-pr15_es-ES,articles/security/azure-security-pen-testing.md,1,ES,0
OpenLocalizationTestOrg/azure-docs-pr15_es-ES,articles/security/security-health-care-solution.md,1,ES,0
OpenLocalizationTestOrg/azure-docs-pr15_es-ES,articles/security/azure-security-disk-encryption.md,74,ES,0
OpenLocalizationTestOrg/azure-docs-pr15_es-ES,articles/security/security-virtual-machines-overview.md,9,ES,0
OpenLocalizationTestOrg/azure-docs-pr15_es-ES,articles/security/azure-security-data-classification.md,22,ES,0
OpenLocalizationTestOrg/azure-docs-pr15_es-ES,articles/security/azure-security-getting-started.md,18,ES,0
jayendranarumugam/vsts-doc,docs/organizations/security/about-security-roles.md,11,EN,0
jayendranarumugam/vsts-doc,docs/organizations/security/about-security-identity.md,10,EN,0
sitting-duck/stuff,security/7.6_kurts_laws_of_operations_security.md,0,EN,0
cscannell-inacloud/SkypeForBusiness-Docs,Skype/SfbServer/plan-your-deployment/security/security-framework.md,2,EN,0
cscannell-inacloud/SkypeForBusiness-Docs,Skype/SfbServer/plan-your-deployment/security/key-security.md,10,EN,0
foundationgaming/htdocs,novo-elements-master/projects/novo-examples/src/utils/security/security.md,1,EN,0
xinghan365/Jdk8CodeAnalysis,src/main/java/java/security/Security.md,0,EN,0
wso2/docs-mg,en/docs/how-tos/security/transport-security.md,3,EN,0
leeyohan93/TIL,spring/security/SpringDataSecurity.md,2,KO,0
OpenLocalizationTestOrg/azure-docs-pr15_pl-PL,articles/security/security-management-and-monitoring-overview.md,9,PL,0
OpenLocalizationTestOrg/azure-docs-pr15_pl-PL,articles/security/security-best-practices-and-patterns.md,1,PL,0
OpenLocalizationTestOrg/azure-docs-pr15_pl-PL,articles/security/security-azure-log-integration-overview.md,4,PL,0
OpenLocalizationTestOrg/azure-docs-pr15_pl-PL,articles/security/azure-security-iot-best-practices.md,5,PL,0
OpenLocalizationTestOrg/azure-docs-pr15_pl-PL,articles/security/security-internet-of-things-overview.md,4,PL,0
OpenLocalizationTestOrg/azure-docs-pr15_pl-PL,articles/security/security-application-architecture-on-azure.md,5,PL,0
OpenLocalizationTestOrg/azure-docs-pr15_pl-PL,articles/security/security-azure-log-integration-faq.md,13,PL,0
a0x8o/flink,docs/deployment/security/security-kerberos.zh.md,11,EN,0
a0x8o/flink,docs/deployment/security/security-ssl.zh.md,13,EN,0
Acidburn0zzz/docs.fr-fr,docs/standard/security/key-security-concepts.md,8,FR,0
isotopsweden/docker-farmer,vendor/github.com/docker/docker/docs/security/security.md,8,EN,0
digimatronics/MS_azure_cloud_computing,articles/security/security-management-and-monitoring-overview.md,9,FR,0
digimatronics/MS_azure_cloud_computing,articles/security/azure-security-iot-best-practices.md,5,FR,0
digimatronics/MS_azure_cloud_computing,articles/security/security-application-architecture-on-azure.md,5,FR,0
digimatronics/MS_azure_cloud_computing,articles/security/security-internet-of-things-overview.md,4,FR,0
digimatronics/MS_azure_cloud_computing,articles/security/security-best-practices-and-patterns.md,1,FR,0
digimatronics/MS_azure_cloud_computing,articles/security/security-azure-log-integration-faq.md,12,FR,0
digimatronics/MS_azure_cloud_computing,articles/security/security-azure-log-integration-overview.md,4,FR,0
Citadel-Station-13/Citadel-Wiki,citadel-wiki/main/roles/security/security_officer.md,0,EN,0
urbanshaman/sensualmassage.ru,content/security/software-development-security/development-environment-security-controls.md,0,EN,0
urbanshaman/sensualmassage.ru,content/security/security-operations/foundational-security-operations-concepts.md,0,EN,0
urbanshaman/sensualmassage.ru,content/security/software-development-security/acquired-software-security-impact.md,0,EN,0
urbanshaman/sensualmassage.ru,content/security/security-engineering/security-models-fundamental-concepts.md,0,EN,0
swarupsro/Penetration-Testing-2,Security/Network%20Security/Network%20Traffic%20Monitoring%20%26%20Analysis/Network%20Security%20Monitoring%20tools.md,1,EN,0
alexcb/dockerlogs,src/vendor/github.com/docker/docker/docs/security/security.md,8,EN,0
urbanshaman/sensualmassage.ru,content/security/security-and-risk-management/acquisition-strategy-and-practice/minimum-security-requirements.md,0,EN,0
OpenLocalizationTestOrg/azure-docs-pr15_es-ES,articles/security/security-application-architecture-on-azure.md,5,ES,0
OpenLocalizationTestOrg/azure-docs-pr15_es-ES,articles/security/security-best-practices-and-patterns.md,1,ES,0
OpenLocalizationTestOrg/azure-docs-pr15_es-ES,articles/security/azure-security-iot-best-practices.md,5,ES,0
OpenLocalizationTestOrg/azure-docs-pr15_es-ES,articles/security/security-internet-of-things-overview.md,4,ES,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/auditing/security-auditing-overview.md,3,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/security-policy-settings/security-policy-settings.md,19,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/information-protection/bitlocker/bitlocker-security-faq.md,5,EN,0
elek/apache-ozone-mirror,hadoop-hdds/docs/content/security/SecurityWithRanger.zh.md,0,ZH,0
urbanshaman/sensualmassage.ru,content/security/security-and-risk-management/security-education-training-and-awareness.md,0,EN,0
urbanshaman/sensualmassage.ru,content/security/security-engineering/security-capabilities-of-information-systems.md,0,EN,0
cscannell-inacloud/SQL-Docs,docs/relational-databases/replication/security/security-overview-replication.md,3,EN,0
cscannell-inacloud/SQL-Docs,docs/relational-databases/clr-integration/security/clr-integration-security.md,2,EN,0
cscannell-inacloud/SQL-Docs,docs/2014/relational-databases/security/row-level-security.md,2,EN,0
OpenLocalizationTestOrg/azure-docs-pr15_es-ES,articles/security/azure-security-data-encryption-best-practices.md,9,ES,0
OpenLocalizationTestOrg/azure-docs-pr15_es-ES,articles/security/security-azure-log-integration-get-started.md,8,ES,0
OpenLocalizationTestOrg/azure-docs-pr15_hr-HR,articles/security/azure-security-best-practices-software-updates-iaas.md,9,HR,0
padamshrestha/dotnetdocs,standard/security/security-and-on-the-fly-code-generation.md,2,EN,0
OpenLocalizationTestOrg/azure-docs-pr15_pl-PL,articles/security/azure-security-best-practices-software-updates-iaas.md,9,PL,0
OpenLocalizationTest/recomposed-history-mdonly,articles/security/security-azure-log-integration-keyvault-eventhub.md,7,EN,0
OpenLocalizationTest/recomposed-history-mdonly,articles/security/azure-security-threat-modeling-tool-cryptography.md,20,EN,0
OpenLocalizationTest/recomposed-history-mdonly,articles/security/azure-security-threat-modeling-tool-authorization.md,35,EN,0
OpenLocalizationTest/recomposed-history-mdonly,articles/security/security-azure-log-integration-get-started.md,8,EN,0
OpenLocalizationTest/recomposed-history-mdonly,articles/security/azure-security-identity-management-best-practices.md,9,EN,0
OpenLocalizationTest/recomposed-history-mdonly,articles/security/security-paas-applications-using-app-services.md,4,EN,0
OpenLocalizationTest/recomposed-history-mdonly,articles/security/azure-security-threat-modeling-tool-authentication.md,45,EN,0
OpenLocalizationTest/recomposed-history-mdonly,articles/security/azure-security-data-encryption-best-practices.md,9,EN,0
VaMach/azure-docs.cs-cz,articles/security/azure-security-threat-modeling-tool-auditing-and-logging.md,19,CS,0
OpenLocalizationTestOrg/azure-docs-pr15_de-DE,articles/security/azure-security-best-practices-software-updates-iaas.md,9,DE,0
OpenLocalizationTestOrg/azure-docs-pr15_da-DK,articles/security/azure-security-best-practices-software-updates-iaas.md,9,DA,0
zhenjiao-ms/azuretest0811_2,azuretest0811_2/articles/security/azure-security-iot-best-practices.md,5,EN,0
zhenjiao-ms/azuretest0811_2,azuretest0811_2/articles/security/security-best-practices-and-patterns.md,1,EN,0
zhenjiao-ms/azuretest0811_2,azuretest0811_2/articles/security/security-management-and-monitoring-overview.md,9,EN,0
zhenjiao-ms/azuretest0811_2,azuretest0811_2/articles/security/security-application-architecture-on-azure.md,5,EN,0
zhenjiao-ms/azuretest0811_2,azuretest0811_2/articles/security/security-internet-of-things-overview.md,4,EN,0
zhoujun59761/qtsrc512,qtwebengine/src/3rdparty/chromium/docs/security/security-labels.md,16,EN,4
digimatronics/MS_azure_cloud_computing,articles/security/azure-security-best-practices-software-updates-iaas.md,9,FR,0
D-Albers/Qt5.12.0,qtwebengine/src/3rdparty/chromium/docs/security/security-labels.md,16,EN,4
urbanshaman/sensualmassage.ru,content/security/security-and-risk-management/security-governance-principles/security-roles-and-responsibilities.md,0,EN,0
rnietoe/Training,docs/Security/Web-Security-OAuth-And-OpenID-Connect.md,8,EN,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-BE,articles/security/azure-security-best-practices-software-updates-iaas.md,9,FR,0
loucyin/note,java/spring/security/Spring%20Security%20%E5%B0%8F%E7%BB%93%EF%BC%88%E4%B8%80%EF%BC%89%E2%80%94%E2%80%94%20%E7%AE%80%E5%8D%95%E5%BA%94%E7%94%A8.md,6,ZH,0
ShangBaiShuYao/flink-learning-from-zhisheng,flink-release-1.14.3/docs/content.zh/docs/deployment/security/security-kerberos.md,12,ZH,0
zhenjiao-ms/azuretest0811,azuretest0811/articles/security/azure-security-iot-best-practices.md,5,EN,0
zhenjiao-ms/azuretest0811,azuretest0811/articles/security/security-best-practices-and-patterns.md,1,EN,0
zhenjiao-ms/azuretest0811,azuretest0811/articles/security/security-management-and-monitoring-overview.md,9,EN,0
zhenjiao-ms/azuretest0811,azuretest0811/articles/security/security-application-architecture-on-azure.md,5,EN,0
zhenjiao-ms/azuretest0811,azuretest0811/articles/security/security-internet-of-things-overview.md,4,EN,0
OpenLocalizationTestOrg/azure-docs-pr15_nl-BE,articles/security/azure-security-best-practices-software-updates-iaas.md,9,NL,0
cscannell-inacloud/Windows-Server-Docs,WindowsServerDocs/security/windows-authentication/security-support-provider-interface-architecture.md,13,EN,0
cscannell-inacloud/Windows-Server-Docs,WindowsServerDocs/security/tls/datagram-transport-layer-security-protocol.md,3,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/get-support-for-security-baselines.md,3,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/windows-10-mobile-security-guide.md,30,EN,0
bin392328206/six-finger,src/spring/security/Spring%20Security%20Oauth2%20%E4%B9%8B%20%E5%AF%86%E7%A0%81%E6%A8%A1%E5%BC%8F%E8%AF%B7%E6%B1%82%20%E8%A7%A3%E6%9E%90.md,13,ZH,0
urbanshaman/sensualmassage.ru,content/security/security-and-risk-management/security-policies-standards-procedures-and-guidelines.md,0,EN,0
urbanshaman/sensualmassage.ru,content/security/software-development-security/security-in-the-software-development-lifecycle.md,0,EN,0
OpenLocalizationTest/recomposed-history-mdonly,articles/security/azure-security-threat-modeling-tool-configuration-management.md,52,EN,0
OpenLocalizationTest/recomposed-history-mdonly,articles/security/azure-security-threat-modeling-tool-input-validation.md,46,EN,0
OpenLocalizationTest/recomposed-history-mdonly,articles/security/azure-security-threat-modeling-tool-sensitive-data.md,36,EN,0
OpenLocalizationTest/recomposed-history-mdonly,articles/security/azure-security-threat-modeling-tool-session-management.md,37,EN,0
OpenLocalizationTest/recomposed-history-mdonly,articles/security/azure-security-threat-modeling-tool-exception-management.md,19,EN,0
Gigaspaces/xap-docs,site-hugo/content/xap/12.3/security/security-directory-manager.markdown,4,EN,0
Gigaspaces/xap-docs,site-hugo/content/xap/12.3/security/security-ref-impl.markdown,3,EN,0
Gigaspaces/xap-docs,site-hugo/content/xap/12.3/security/introducing-spring-security.markdown,2,EN,0
Gigaspaces/xap-docs,site-hugo/content/xap/12.1/security/spring-security-bridge.markdown,0,EN,0
Gigaspaces/xap-docs,site-hugo/content/xap/12.2/security/spring-security-bridge.markdown,0,EN,0
Gigaspaces/xap-docs,site-hugo/content/xap/12.1/security/introducing-spring-security.markdown,2,EN,0
Gigaspaces/xap-docs,site-hugo/content/xap/12.1/security/custom-security-overview.markdown,1,EN,0
Gigaspaces/xap-docs,site-hugo/content/xap/12.2/security/security-ref-impl.markdown,3,EN,0
Gigaspaces/xap-docs,site-hugo/content/xap/12.1/security/security-configurations-ext.markdown,6,EN,0
Gigaspaces/xap-docs,site-hugo/content/xap/12.2/security/security-directory-manager.markdown,4,EN,0
Gigaspaces/xap-docs,site-hugo/content/xap/12.2/security/security-configurations-ext.markdown,6,EN,0
Gigaspaces/xap-docs,site-hugo/content/xap/12.1/security/security-directory-manager.markdown,4,EN,0
Gigaspaces/xap-docs,site-hugo/content/xap/12.2/security/introducing-spring-security.markdown,2,EN,0
Gigaspaces/xap-docs,site-hugo/content/xap/12.1/security/security-ref-impl.markdown,3,EN,0
Gigaspaces/xap-docs,site-hugo/content/xap/12.2/security/security-authorities-ext.markdown,2,EN,0
Gigaspaces/xap-docs,site-hugo/content/xap/12.3/security/security-configurations-ext.markdown,8,EN,0
Gigaspaces/xap-docs,site-hugo/content/xap/12.3/security/security-authorities-ext.markdown,2,EN,0
Gigaspaces/xap-docs,site-hugo/content/xap/12.3/security/spring-security-bridge.markdown,0,EN,0
Gigaspaces/xap-docs,site-hugo/content/xap/11.0/security/custom-security-overview.markdown,1,EN,0
Gigaspaces/xap-docs,site-hugo/content/xap/11.0/security/spring-security-bridge.markdown,0,EN,0
suri1060/test1.py,lzone-cheat-sheets/cheat-sheet/Security/Security-News-Feeds.md,7,EN,44
paulburkhardtDBA/sql-docs,docs/relational-databases/security/row-level-security.md,11,EN,0
AcadAcclerator/acadaccbootcamp.github.io,Azure/articles/security/protect-personal-data-azure-security-center.md,16,EN,0
mschiraldi/mxDocs,content/howto/security/set-up-anonymous-user-security.md,7,EN,0
danielchatfield/tails,wiki/src/security/Numerous_security_holes_in_0.21.mdwn,0,EN,8
danielchatfield/tails,wiki/src/security/Numerous_security_holes_in_0.13.mdwn,0,EN,0
danielchatfield/tails,wiki/src/security/Numerous_security_holes_in_0.20.mdwn,0,EN,22
danielchatfield/tails,wiki/src/security/Numerous_security_holes_in_0.11.mdwn,0,EN,0
danielchatfield/tails,wiki/src/security/Numerous_security_holes_in_0.8.mdwn,0,EN,0
danielchatfield/tails,wiki/src/security/Numerous_security_holes_in_0.10.mdwn,0,EN,8
danielchatfield/tails,wiki/src/security/Numerous_security_holes_in_0.14.mdwn,0,EN,0
danielchatfield/tails,wiki/src/security/Numerous_security_holes_in_0.23.mdwn,0,EN,0
danielchatfield/tails,wiki/src/security/Numerous_security_holes_in_0.17.mdwn,0,EN,4
danielchatfield/tails,wiki/src/security/Numerous_security_holes_in_0.22.mdwn,0,EN,34
danielchatfield/tails,wiki/src/security/Numerous_security_holes_in_0.7.mdwn,0,EN,0
danielchatfield/tails,wiki/src/security/Numerous_security_holes_in_0.19.mdwn,0,EN,0
danielchatfield/tails,wiki/src/security/Numerous_security_holes_in_0.16.mdwn,0,EN,0
danielchatfield/tails,wiki/src/security/Numerous_security_holes_in_0.5.mdwn,0,EN,0
danielchatfield/tails,wiki/src/security/Numerous_security_holes_in_0.6.mdwn,0,EN,0
danielchatfield/tails,wiki/src/security/Numerous_security_holes_in_0.18.mdwn,0,EN,0
danielchatfield/tails,wiki/src/security/Numerous_security_holes_in_0.15.mdwn,0,EN,0
danielchatfield/tails,wiki/src/security/Numerous_security_holes_in_0.9.mdwn,0,EN,0
OpenLocalizationTestOrg/azure-docs-pr-test.fr-FR,articles/security/azure-security-threat-modeling-tool-auditing-and-logging.md,19,FR,0
goodcrypto/tails,wiki/src/security/Numerous_security_holes_in_1.8.mdwn,0,EN,0
goodcrypto/tails,wiki/src/security/Numerous_security_holes_in_0.14.mdwn,0,EN,0
goodcrypto/tails,wiki/src/security/Numerous_security_holes_in_0.10.mdwn,0,EN,8
goodcrypto/tails,wiki/src/security/Numerous_security_holes_in_0.23.mdwn,0,EN,0
goodcrypto/tails,wiki/src/security/Numerous_security_holes_in_0.17.mdwn,0,EN,4
goodcrypto/tails,wiki/src/security/Numerous_security_holes_in_0.22.mdwn,0,EN,34
goodcrypto/tails,wiki/src/security/Numerous_security_holes_in_0.19.mdwn,0,EN,0
goodcrypto/tails,wiki/src/security/Numerous_security_holes_in_0.7.mdwn,0,EN,0
goodcrypto/tails,wiki/src/security/Numerous_security_holes_in_1.0.mdwn,0,EN,0
goodcrypto/tails,wiki/src/security/Numerous_security_holes_in_0.16.mdwn,0,EN,0
goodcrypto/tails,wiki/src/security/Numerous_security_holes_in_1.2.mdwn,0,EN,42
goodcrypto/tails,wiki/src/security/Numerous_security_holes_in_0.5.mdwn,0,EN,0
goodcrypto/tails,wiki/src/security/Numerous_security_holes_in_0.6.mdwn,0,EN,0
goodcrypto/tails,wiki/src/security/Numerous_security_holes_in_1.7.mdwn,0,EN,0
goodcrypto/tails,wiki/src/security/Numerous_security_holes_in_0.18.mdwn,0,EN,0
goodcrypto/tails,wiki/src/security/Numerous_security_holes_in_1.5.mdwn,0,EN,0
goodcrypto/tails,wiki/src/security/Numerous_security_holes_in_1.6.mdwn,0,EN,2
goodcrypto/tails,wiki/src/security/Numerous_security_holes_in_2.2.mdwn,0,EN,0
goodcrypto/tails,wiki/src/security/Numerous_security_holes_in_0.15.mdwn,0,EN,0
goodcrypto/tails,wiki/src/security/Numerous_security_holes_in_2.0.mdwn,0,EN,0
goodcrypto/tails,wiki/src/security/Numerous_security_holes_in_0.9.mdwn,0,EN,0
goodcrypto/tails,wiki/src/security/Numerous_security_holes_in_1.3.mdwn,0,EN,6
jphellemons/azure-docs.nl-nl,articles/security/azure-security-threat-modeling-tool-auditing-and-logging.md,19,NL,0
Luminousssss/SevenDeadlySins.github.io,content/security/security-engineering/security-architectures-designs-and-solution-elements-vulnerabilities.md,0,EN,0
wangdeshui/wangdeshui.github.io,source/_posts/technologies/security/2016-1-10-security-4.md,7,ZH,0
wangdeshui/wangdeshui.github.io,source/_posts/technologies/security/2016-1-11-security-5.md,9,ZH,0
wangdeshui/wangdeshui.github.io,source/_posts/technologies/security/2016-1-9-security-2.md,10,ZH,0
wangdeshui/wangdeshui.github.io,source/_posts/technologies/security/2016-1-8-security-1.md,3,ZH,0
wangdeshui/wangdeshui.github.io,source/_posts/technologies/security/2016-1-12-security-6.md,8,ZH,0
wangdeshui/wangdeshui.github.io,source/_posts/technologies/security/2016-1-10-security-3.md,8,ZH,0
AcadAcclerator/acadaccbootcamp.github.io,Azure/articles/security/blueprints/fedramp-security-assessment-authorization-controls.md,33,EN,0
Gaff/tails,wiki/src/security/Numerous_security_holes_in_0.5.mdwn,0,EN,0
Gaff/tails,wiki/src/security/Numerous_security_holes_in_1.5.mdwn,0,EN,0
Gaff/tails,wiki/src/security/Numerous_security_holes_in_0.18.mdwn,0,EN,0
Gaff/tails,wiki/src/security/Numerous_security_holes_in_2.4.mdwn,0,EN,0
Gaff/tails,wiki/src/security/Numerous_security_holes_in_0.14.mdwn,0,EN,0
Gaff/tails,wiki/src/security/Numerous_security_holes_in_1.0.mdwn,0,EN,0
Gaff/tails,wiki/src/security/Numerous_security_holes_in_0.22.mdwn,0,EN,34
Gaff/tails,wiki/src/security/Numerous_security_holes_in_1.1.mdwn,0,EN,0
Gaff/tails,wiki/src/security/Numerous_security_holes_in_2.11.mdwn,0,EN,1
Gaff/tails,wiki/src/security/Numerous_security_holes_in_0.17.mdwn,0,EN,4
Gaff/tails,wiki/src/security/Numerous_security_holes_in_2.12.mdwn,0,EN,54
Gaff/tails,wiki/src/security/Numerous_security_holes_in_3.7.mdwn,0,EN,0
meetrilok/acadaccbootcamp.github.io,Azure/articles/security/azure-security-threat-modeling-tool-communication-security.md,27,EN,0
huuff/exobrain,computer-technology/kubernetes/security/audit-logs-security.md,2,EN,0
opendistro/for-elasticsearch-docs,docs/security/access-control/field-level-security.md,8,EN,0
opendistro/for-elasticsearch-docs,docs/security/access-control/document-level-security.md,6,EN,0
claresudbery/clare-wiki-ably,pages/coding/infra/security/security-notes.md,2,EN,0
henderiw/techdocs,docs/k8s/security/security.md,3,EN,0
Stoneboy/azure-docs.nl-nl,articles/security/security-internet-of-things-overview.md,4,EN,0
Stoneboy/azure-docs.nl-nl,articles/security/azure-security-iot-best-practices.md,5,EN,0
Stoneboy/azure-docs.nl-nl,articles/security/security-azure-log-integration-faq.md,12,EN,0
Stoneboy/azure-docs.nl-nl,articles/security/security-best-practices-and-patterns.md,1,EN,0
Stoneboy/azure-docs.nl-nl,articles/security/security-application-architecture-on-azure.md,5,EN,0
Stoneboy/azure-docs.nl-nl,articles/security/security-management-and-monitoring-overview.md,9,EN,0
Stoneboy/azure-docs.nl-nl,articles/security/security-azure-log-integration-overview.md,4,EN,0
seanpm2001/SNU_2D_ProgrammingTools_IDE_Joy,.github/SECURITY/OldVersions/English/USA/SECURITY_V1.md,6,EN,0
OpenLocalizationTestOrg/azure-docs-pr15_nl-NL,articles/security/security-azure-log-integration-get-started.md,8,NL,0
OpenLocalizationTestOrg/azure-docs-pr15_nl-NL,articles/security/azure-security-data-encryption-best-practices.md,9,NL,0
OpenLocalizationTestOrg/azure-docs-pr15_el-GR,articles/security/security-azure-log-integration-get-started.md,8,EL,0
OpenLocalizationTestOrg/azure-docs-pr15_el-GR,articles/security/azure-security-data-encryption-best-practices.md,9,EL,0
seanpm2001/SNU_2D_ProgrammingTools_IDE_BrightScript,.github/SECURITY/OldVersions/English/USA/SECURITY_V1.md,6,EN,0
zhenjiao-ms/test-azure-content,articles/security/azure-security-iot-best-practices.md,5,EN,0
zhenjiao-ms/test-azure-content,articles/security/security-best-practices-and-patterns.md,1,EN,0
jmolayem/18Fs-GovCloud-Template,content/overview/security/conforming-federal-security-regulations.md,3,EN,0
SAP/fosstars-rating-core,docs/oss/security/spring-projects/spring-security.md,23,EN,22
dilipkumar2k6/docker-certification,Security/Set%20up%20Security%20Scanning%20in%20DTR.md,4,EN,2
Ranjanasingh9/RanjanaTEST,services/IoT/reference/security/RM_security.md,6,EN,0
Samsung/tizen-docs,docs/application/web/guides/security/security.md,2,EN,0
tigercosmos/labium,docs/security/service-worker-security-faq.md,18,EN,0
OpenLocalizationTestOrg/azure-docs-pr15_pt-PT,articles/security/azure-security-pen-testing.md,1,PT,0
